행정동코드,행정동_명,카페수,총매출액,총거래건수,평균_카페_매출,동별(2),동별(3)
11590660,서울특별시 동작구 대방동,83,1715276365.0,195699.0,20665980.30120482,동작구,대방동
11590670,서울특별시 동작구 신대방1동,61,519596580.0,94005.0,8517976.721311476,동작구,신대방1동
11590670,서울특별시 동작구 신대방1동,61,519596580.0,94005.0,8517976.721311476,동작구,신대방2동
11590680,서울특별시 동작구 신대방2동,84,3467667421.0,484379.0,41281755.01190476,,
11620525,서울특별시 관악구 보라매동,67,1606837603.0,148456.0,23982650.791044775,,
11620545,서울특별시 관악구 청림동,22,54479029.0,8613.0,2476319.5,,
11620565,서울특별시 관악구 성현동,29,79826923.0,12717.0,2752652.5172413792,,
11620575,서울특별시 관악구 행운동,73,1205396076.0,166530.0,16512275.01369863,,
11620585,서울특별시 관악구 낙성대동,66,2800779805.0,216327.0,42436057.65151515,,
11620595,서울특별시 관악구 청룡동,97,1992235297.0,251306.0,20538508.216494847,,
11620605,서울특별시 관악구 은천동,59,904142460.0,121375.0,15324448.474576272,,
11620615,서울특별시 관악구 중앙동,36,1810226239.0,233659.0,50284062.19444445,,
11620625,서울특별시 관악구 인헌동,47,1382241268.0,217286.0,29409388.680851065,,
11620630,서울특별시 관악구 남현동,51,1106676780.0,183852.0,21699544.70588235,관악구,남현동
11620645,서울특별시 관악구 서원동,73,3463151658.0,514673.0,47440433.67123288,,
11620655,서울특별시 관악구 신원동,37,307542044.0,41050.0,8311947.135135135,,
11620665,서울특별시 관악구 서림동,31,475783734.0,72289.0,15347862.387096774,,
11620685,서울특별시 관악구 신사동,69,774171777.0,85792.0,11219880.826086957,,
11620695,서울특별시 관악구 신림동,97,1687983452.0,280555.0,17401891.25773196,,
11620715,서울특별시 관악구 난향동,14,53826314.0,5123.0,3844736.714285714,,
11620725,서울특별시 관악구 조원동,61,876586075.0,104927.0,14370263.524590164,,
11620735,서울특별시 관악구 대학동,88,2527662121.0,410831.0,28723433.193181816,,
11620745,서울특별시 관악구 삼성동,10,18677290.0,1612.0,1867729.0,,
11620765,서울특별시 관악구 미성동,53,731558598.0,91438.0,13802992.41509434,,
11620775,서울특별시 관악구 난곡동,29,637844877.0,120041.0,21994650.931034483,관악구,신림동
11650510,서울특별시 서초구 서초1동,156,3524949327.0,461674.0,22595829.019230768,서초구,서초1동
11650510,서울특별시 서초구 서초1동,156,3524949327.0,461674.0,22595829.019230768,서초구,서초2동
11650510,서울특별시 서초구 서초1동,156,3524949327.0,461674.0,22595829.019230768,서초구,서초3동
11650510,서울특별시 서초구 서초1동,156,3524949327.0,461674.0,22595829.019230768,서초구,서초4동
11650520,서울특별시 서초구 서초2동,183,7853051630.0,1071776.0,42912850.43715847,,
11650530,서울특별시 서초구 서초3동,299,14185683284.0,1565267.0,47443756.80267558,,
11650531,서울특별시 서초구 서초4동,154,6059897461.0,780376.0,39349983.51298701,,
11650540,서울특별시 서초구 잠원동,131,2670486012.0,336401.0,20385389.404580154,,
11650550,서울특별시 서초구 반포본동,41,22678960.0,2325.0,553145.3658536585,,
11650560,서울특별시 서초구 반포1동,116,2668723463.0,357385.0,23006236.75,서초구,반포1동
11650560,서울특별시 서초구 반포1동,116,2668723463.0,357385.0,23006236.75,서초구,반포2동
11650560,서울특별시 서초구 반포1동,116,2668723463.0,357385.0,23006236.75,서초구,반포3동
11650560,서울특별시 서초구 반포1동,116,2668723463.0,357385.0,23006236.75,서초구,반포4동
11650570,서울특별시 서초구 반포2동,27,360158972.0,25155.0,13339221.185185185,,
11650580,서울특별시 서초구 반포3동,48,1247947341.0,185688.0,25998902.9375,서초구,잠원동
11650581,서울특별시 서초구 반포4동,601,7135323479.0,669939.0,11872418.434276206,,
11650590,서울특별시 서초구 방배본동,144,4499005486.0,507379.0,31243093.652777776,,
11650600,서울특별시 서초구 방배1동,88,2563978525.0,273913.0,29136119.602272727,서초구,방배1동
11650600,서울특별시 서초구 방배1동,88,2563978525.0,273913.0,29136119.602272727,서초구,방배2동
11650600,서울특별시 서초구 방배1동,88,2563978525.0,273913.0,29136119.602272727,서초구,방배3동
11650600,서울특별시 서초구 방배1동,88,2563978525.0,273913.0,29136119.602272727,서초구,방배4동
11650610,서울특별시 서초구 방배2동,101,3627110268.0,293510.0,35911982.85148515,,
11650620,서울특별시 서초구 방배3동,45,1261474107.0,99721.0,28032757.933333334,,
11650621,서울특별시 서초구 방배4동,133,2909211017.0,239898.0,21873767.04511278,,
11650651,서울특별시 서초구 양재1동,166,5985176550.0,677231.0,36055280.421686746,서초구,양재1동
11650651,서울특별시 서초구 양재1동,166,5985176550.0,677231.0,36055280.421686746,서초구,양재2동
11650652,서울특별시 서초구 양재2동,239,8899493118.0,950241.0,37236372.87866109,,
11650660,서울특별시 서초구 내곡동,32,589879829.0,112777.0,18433744.65625,관악구,신원동
11650660,서울특별시 서초구 내곡동,32,589879829.0,112777.0,18433744.65625,서초구,내곡동
11680510,서울특별시 강남구 신사동,1020,6777108255.0,594322.0,6644223.779411765,은평구,신사1동
11680510,서울특별시 강남구 신사동,1020,6777108255.0,594322.0,6644223.779411765,은평구,신사2동
11680510,서울특별시 강남구 신사동,1020,6777108255.0,594322.0,6644223.779411765,관악구,신사동
11680510,서울특별시 강남구 신사동,1020,6777108255.0,594322.0,6644223.779411765,강남구,신사동
11680510,서울특별시 강남구 신사동,1020,6777108255.0,594322.0,6644223.779411765,강남구,압구정동
11680521,서울특별시 강남구 논현1동,481,6825783114.0,892273.0,14190817.284823285,강남구,논현1동
11680521,서울특별시 강남구 논현1동,481,6825783114.0,892273.0,14190817.284823285,강남구,논현2동
11680531,서울특별시 강남구 논현2동,623,7794469506.0,974642.0,12511187.008025682,,
11680545,서울특별시 강남구 압구정동,963,6809861828.0,674918.0,7071507.609553479,,
11680565,서울특별시 강남구 청담동,478,4666043188.0,328148.0,9761596.627615063,강남구,청담동
11680580,서울특별시 강남구 삼성1동,1369,11139134865.0,998939.0,8136694.569028488,관악구,삼성동
11680580,서울특별시 강남구 삼성1동,1369,11139134865.0,998939.0,8136694.569028488,강남구,삼성1동
11680580,서울특별시 강남구 삼성1동,1369,11139134865.0,998939.0,8136694.569028488,강남구,삼성2동
11680590,서울특별시 강남구 삼성2동,393,5381329536.0,604182.0,13692950.473282443,,
11680600,서울특별시 강남구 대치1동,259,4429605163.0,461050.0,17102722.637065638,강남구,대치1동
11680600,서울특별시 강남구 대치1동,259,4429605163.0,461050.0,17102722.637065638,강남구,대치4동
11680600,서울특별시 강남구 대치1동,259,4429605163.0,461050.0,17102722.637065638,강남구,대치2동
11680610,서울특별시 강남구 대치2동,423,6182317424.0,879587.0,14615407.621749409,,
11680630,서울특별시 강남구 대치4동,408,9322651940.0,1047786.0,22849637.10784314,,
11680640,서울특별시 강남구 역삼1동,1392,37964793755.0,4141865.0,27273558.73204023,강남구,역삼1동
11680640,서울특별시 강남구 역삼1동,1392,37964793755.0,4141865.0,27273558.73204023,강남구,역삼2동
11680650,서울특별시 강남구 역삼2동,405,8023564711.0,939082.0,19811270.891358025,,
11680655,서울특별시 강남구 도곡1동,139,2436214612.0,282121.0,17526723.82733813,강남구,도곡1동
11680655,서울특별시 강남구 도곡1동,139,2436214612.0,282121.0,17526723.82733813,강남구,도곡2동
11680656,서울특별시 강남구 도곡2동,231,4858516132.0,330228.0,21032537.367965367,,
11680660,서울특별시 강남구 개포1동,27,,,,강남구,개포3동
11680660,서울특별시 강남구 개포1동,27,,,,강남구,개포1동
11680660,서울특별시 강남구 개포1동,27,,,,강남구,개포4동
11680660,서울특별시 강남구 개포1동,27,,,,강남구,개포2동
11680670,서울특별시 강남구 개포2동,92,668145885.0,116887.0,7262455.271739131,강남구,일원1동
11680690,서울특별시 강남구 개포4동,173,1090327470.0,116658.0,6302470.924855491,,
11680700,서울특별시 강남구 세곡동,74,2011571695.0,261465.0,27183401.283783782,강남구,세곡동
11680720,서울특별시 강남구 일원본동,32,860405245.0,96796.0,26887663.90625,,
11680730,서울특별시 강남구 일원1동,88,709177175.0,98932.0,8058831.534090909,,
11680740,서울특별시 강남구 일원2동,40,158204514.0,29689.0,3955112.85,,
11680750,서울특별시 강남구 수서동,71,2605137614.0,405420.0,36692079.07042254,강남구,수서동
11710510,서울특별시 송파구 풍납1동,37,269558451.0,23745.0,7285363.540540541,송파구,풍납1동
11710510,서울특별시 송파구 풍납1동,37,269558451.0,23745.0,7285363.540540541,송파구,풍납2동
11710520,서울특별시 송파구 풍납2동,36,565987207.0,52131.0,15721866.861111112,,
11710531,서울특별시 송파구 거여1동,25,616780353.0,54443.0,24671214.12,송파구,거여1동
11710531,서울특별시 송파구 거여1동,25,616780353.0,54443.0,24671214.12,송파구,거여2동
11710532,서울특별시 송파구 거여2동,23,678704531.0,78072.0,29508892.652173914,,
11710540,서울특별시 송파구 마천1동,26,255137120.0,49313.0,9812966.153846154,송파구,마천1동
11710540,서울특별시 송파구 마천1동,26,255137120.0,49313.0,9812966.153846154,송파구,마천2동
11710550,서울특별시 송파구 마천2동,30,2006970172.0,161133.0,66899005.733333334,,
11710561,서울특별시 송파구 방이1동,79,1347680951.0,124837.0,17059252.544303797,송파구,방이1동
11710561,서울특별시 송파구 방이1동,79,1347680951.0,124837.0,17059252.544303797,송파구,방이2동
11710562,서울특별시 송파구 방이2동,105,4289462439.0,473701.0,40852023.22857143,,
11710566,서울특별시 송파구 오륜동,41,580656275.0,57220.0,14162348.170731707,,
11710570,서울특별시 송파구 오금동,108,2623142708.0,413430.0,24288358.407407407,송파구,오금동
11710580,서울특별시 송파구 송파1동,161,3228963341.0,278763.0,20055672.925465837,송파구,송파1동
11710580,서울특별시 송파구 송파1동,161,3228963341.0,278763.0,20055672.925465837,송파구,송파2동
11710590,서울특별시 송파구 송파2동,64,1618622879.0,188711.0,25290982.484375,,
11710600,서울특별시 송파구 석촌동,145,3762352438.0,380668.0,25947258.193103448,송파구,석촌동
11710610,서울특별시 송파구 삼전동,99,2889811168.0,366962.0,29190011.7979798,송파구,삼전동
11710620,서울특별시 송파구 가락본동,132,2606768891.0,365772.0,19748249.174242426,,
11710631,서울특별시 송파구 가락1동,53,1054735799.0,150179.0,19900675.452830188,송파구,가락1동
11710631,서울특별시 송파구 가락1동,53,1054735799.0,150179.0,19900675.452830188,송파구,가락2동
11710632,서울특별시 송파구 가락2동,73,1461768683.0,169353.0,20024228.534246575,,
11710641,서울특별시 송파구 문정1동,54,324201675.0,45847.0,6003734.722222222,송파구,문정1동
11710641,서울특별시 송파구 문정1동,54,324201675.0,45847.0,6003734.722222222,송파구,문정2동
11710642,서울특별시 송파구 문정2동,92,7000683600.0,919639.0,76094386.95652173,송파구,장지동
11710646,서울특별시 송파구 장지동,40,1157488083.0,142201.0,28937202.075,,
11710647,서울특별시 송파구 위례동,45,3347613696.0,307855.0,74391415.46666667,,
11710650,서울특별시 송파구 잠실본동,152,6379331376.0,799028.0,41969285.368421055,,
11710670,서울특별시 송파구 잠실2동,56,3807684755.0,538756.0,67994370.625,송파구,잠실4동
11710670,서울특별시 송파구 잠실2동,56,3807684755.0,538756.0,67994370.625,송파구,잠실6동
11710670,서울특별시 송파구 잠실2동,56,3807684755.0,538756.0,67994370.625,송파구,잠실7동
11710670,서울특별시 송파구 잠실2동,56,3807684755.0,538756.0,67994370.625,송파구,잠실2동
11710670,서울특별시 송파구 잠실2동,56,3807684755.0,538756.0,67994370.625,송파구,잠실3동
11710680,서울특별시 송파구 잠실3동,202,2523480691.0,349710.0,12492478.668316832,,
11710690,서울특별시 송파구 잠실4동,23,218797726.0,30367.0,9512944.608695652,,
11710710,서울특별시 송파구 잠실6동,207,13626633252.0,1107784.0,65829146.14492754,,
11710720,서울특별시 송파구 잠실7동,9,42783309.0,3101.0,4753701.0,,
11740515,서울특별시 강동구 강일동,28,1497713795.0,226499.0,53489778.39285714,강동구,강일동
11740515,서울특별시 강동구 강일동,28,1497713795.0,226499.0,53489778.39285714,강동구,상일1동
11740515,서울특별시 강동구 강일동,28,1497713795.0,226499.0,53489778.39285714,강동구,상일2동
11740520,서울특별시 강동구 상일동,61,1216086801.0,142123.0,19935849.19672131,,
11740530,서울특별시 강동구 명일1동,147,2557113532.0,275042.0,17395330.149659865,강동구,명일1동
11740530,서울특별시 강동구 명일1동,147,2557113532.0,275042.0,17395330.149659865,강동구,명일2동
11740540,서울특별시 강동구 명일2동,119,4508679717.0,554247.0,37888064.8487395,,
11740550,서울특별시 강동구 고덕1동,38,9273448.0,1328.0,244038.1052631579,강동구,고덕1동
11740550,서울특별시 강동구 고덕1동,38,9273448.0,1328.0,244038.1052631579,강동구,고덕2동
11740560,서울특별시 강동구 고덕2동,52,736323245.0,66878.0,14160062.403846154,,
11740570,서울특별시 강동구 암사1동,108,725063989.0,96179.0,6713555.453703703,강동구,암사2동
11740570,서울특별시 강동구 암사1동,108,725063989.0,96179.0,6713555.453703703,강동구,암사3동
11740570,서울특별시 강동구 암사1동,108,725063989.0,96179.0,6713555.453703703,강동구,암사1동
11740580,서울특별시 강동구 암사2동,53,585011995.0,78310.0,11037962.169811321,,
11740590,서울특별시 강동구 암사3동,24,851063292.0,116520.0,35460970.5,,
11740600,서울특별시 강동구 천호1동,78,1290627130.0,150354.0,16546501.666666666,강동구,천호1동
11740600,서울특별시 강동구 천호1동,78,1290627130.0,150354.0,16546501.666666666,강동구,천호3동
11740600,서울특별시 강동구 천호1동,78,1290627130.0,150354.0,16546501.666666666,강동구,천호2동
11740610,서울특별시 강동구 천호2동,300,2259563869.0,376155.0,7531879.5633333335,,
11740620,서울특별시 강동구 천호3동,102,466103116.0,49575.0,4569638.392156863,,
11740640,서울특별시 강동구 성내1동,140,1794999846.0,211168.0,12821427.471428571,강동구,성내1동
11740640,서울특별시 강동구 성내1동,140,1794999846.0,211168.0,12821427.471428571,강동구,성내2동
11740640,서울특별시 강동구 성내1동,140,1794999846.0,211168.0,12821427.471428571,강동구,성내3동
11740650,서울특별시 강동구 성내2동,155,1749763712.0,232840.0,11288798.141935484,,
11740660,서울특별시 강동구 성내3동,172,3622934244.0,403651.0,21063571.18604651,,
11740685,서울특별시 강동구 길동,201,4191370040.0,520166.0,20852587.26368159,강동구,길동
11740690,서울특별시 강동구 둔촌1동,31,,,,강동구,둔촌1동
11740690,서울특별시 강동구 둔촌1동,31,,,,강동구,둔촌2동
11740700,서울특별시 강동구 둔촌2동,94,1137433557.0,132822.0,12100356.989361702,,
